token	tag_cafeteria_binary
a	O
food	O
item	O
's	O
quality	O
or	O
necessity	O
would	O
be	O
judged	O
as	O
part	O
of	O
an	O
individual	O
's	O
whole	O
diet	O
.	O
To	O
tackle	O
this	O
challenge	O
,	O
speakers	O
described	O
methods	O
for	O
assessing	O
the	O
nutrient	O
density	O
of	O
foods	O
and	O
its	O
application	O
to	O
yogurt	B
,	B
use	O
of	O
yogurt	B
for	O
lactose	O
intolerance	O
,	O
and	O
the	O
cost	O
-	O
effectiveness	O
of	O
yogurt	B
and	O
dairy	B
products	I
in	O
reducing	O
health	O
care	O
expenses	O
.	O
Last	O
,	O
speakers	O
described	O
the	O
role	O
of	O
dairy	B
products	I
in	O
global	O
public	O
health	O
and	O
nutrition	O
,	O
the	O
scientific	O
basis	O
for	O
current	O
dairy	O
recommendations	O
,	O
and	O
future	O
scientific	O
and	O
policy	O
needs	O
related	O
to	O
dairy	O
and	O
yogurt	O
recommendations	O
.	O
Breakfast	B
beverages	I
with	O
different	O
nutrient	O
compositions	O
may	O
affect	O
postprandial	O
glycemic	O
control	O
differently	O
.	O
We	O
assessed	O
the	O
effects	O
of	O
consuming	O
(	O
1	O
)	O
common	O
breakfast	B
beverages	I
(	O
water	B
,	O
sugar	B
-	I
sweetened	I
coffee	I
,	O
reduced	B
-	I
energy	I
orange	I
juice	I
(	O
OJ	O
)	O
,	O
and	O
low	B
-	I
fat	I
milk	I
(	O
LFM	O
)	O
)	O
;	O
and	O
(	O
2	O
)	O
fat	B
-	I
free	I
,	B
low	I
-	B
fat	B
,	B
and	I
whole	I
milk	I
with	O
breakfast	O
on	O
postprandial	O
plasma	O
glucose	O
and	O
insulin	O
responses	O
in	O
adults	O
who	O
were	O
overweight	O
/	O
obese	O
.	O
Forty	O
-	O
six	O
subjects	O
(	O
33F/13	O
M	O
,	O
body	O
mass	O
index	O
:	O
32.5	O
±	O
0.7	O
kg	O
/	O
m²	O
,	O
age	O
:	O
50	O
±	O
1	O
years	O
,	O
mean	O
±	O
SEMs	O
)	O
consumed	O
a	O
standard	O
sandwich	B
with	O
one	O
of	O
the	O
six	O
beverages	B
on	O
separate	O
mornings	O
in	O
randomized	O
order	O
.	O
The	O
test	O
beverages	B
(	O
except	O
water	B
)	O
each	O
contained	O
12	O
g	O
digestible	O
carbohydrate	O
.	O
Plasma	O
glucose	O
and	O
insulin	O
concentrations	O
were	O
measured	O
from	O
blood	O
obtained	O
pre-	O
and	O
post	O
-	O
meal	O
at	O
30	O
-	O
min	O
intervals	O
for	O
4	O
h	O
and	O
incremental	O
areas	O
under	O
the	O
curve	O
(	O
AUC	O
)	O
were	O
computed	O
.	O
We	O
found	O
(	O
1	O
)	O
among	O
different	O
beverage	B
types	O
,	O
glucose	O
AUC	O
was	O
higher	O
for	O
coffee	B
versus	O
water	B
,	O
OJ	O
,	O
and	O
LFM	O
.	O
Insulin	O
AUC	O
was	O
higher	O
for	O
coffee	B
and	O
LFM	O
versus	O
OJ	O
and	O
water	B
;	O
(	O
2	O
)	O
Glucose	O
AUCs	O
were	O
not	O
different	O
among	O
water	B
and	O
milks	B
while	O
insulin	O
AUC	O
was	O
higher	O
for	O
milks	B
versus	O
water	B
.	O
In	O
conclusion	O
,	O
consumption	O
of	O
water	B
,	O
reduced	O
-	O
energy	O
OJ	O
,	O
or	O
milk	B
(	O
irrespective	O
of	O
fat	O
content	O
)	O
with	O
a	O
meal	O
may	O
be	O
preferable	O
to	O
consuming	O
sugar	B
-	I
sweetened	I
coffee	I
for	O
glucose	O
control	O
in	O
middle	O
-	O
aged	O
adults	O
who	O
are	O
overweight	O
and	O
obese	O
.	O
To	O
assess	O
gastric	O
cancer	O
(	O
GC	O
)	O
risk	O
in	O
relation	O
to	O
dietary	O
intake	O
in	O
Korea	O
,	O
a	O
case	O
-	O
control	O
study	O
was	O
performed	O
.	O
Trained	O
dietitians	O
interviewed	O
136	O
patients	O
diagnosed	O
with	O
GC	O
,	O
and	O
the	O
same	O
number	O
of	O
controls	O
were	O
selected	O
by	O
matching	O
sex	O
,	O
age	O
and	O
hospital	O
.	O
A	O
significant	O
decrease	O
in	O
GC	O
risk	O
was	O
observed	O
with	O
increased	O
intake	O
of	O
Baiechu	B
kimchi	I
(	O
prepared	O
with	O
salted	O
Chinese	B
cabbage	I
and	O
red	B
pepper	I
,	O
etc	O
.	O
)	O
,	O
Baiechu	B
kimchi	I
-	I
stew	I
,	O
garlic	B
,	O
mushroom	B
and	O
soybean	B
milk	I
.	O
On	O
the	O
contrary	O
,	O
a	O
significant	O
increase	O
in	O
the	O
risk	O
of	O
GC	O
was	O
observed	O
with	O
increased	O
intake	O
of	O
cooked	B
rice	I
with	O
bean	B
,	O
charcoal	O
grilled	B
beef	I
,	O
pollack	B
soup	I
,	O
Kkakduki	B
(	O
a	O
kind	O
of	O
kimchi	B
prepared	O
with	O
salted	O
radish	B
and	O
red	B
pepper	I
,	O
etc	O
.	O
)	O
,	O
Dongchimi	O
(	O
a	O
kind	O
of	O
kimchi	B
prepared	O
with	O
radish	B
and	O
a	O
large	O
quantity	O
of	O
salt	B
water	I
)	O
and	O
cooked	O
spinach	B
.	O
In	O
food	O
groups	O
,	O
increased	O
intake	O
of	O
soybean	B
products	I
was	O
associated	O
with	O
decreased	O
risk	O
of	O
GC	O
.	O
Intake	O
of	O
citrus	B
fruits	I
rather	O
than	O
total	O
fruits	B
was	O
shown	O
to	O
have	O
a	O
protective	O
effect	O
on	O
the	O
risk	O
of	O
GC	O
,	O
but	O
was	O
not	O
significant	O
.	O
In	O
this	O
study	O
,	O
intake	O
of	O
total	O
vegetables	B
was	O
shown	O
to	O
have	O
a	O
protective	O
effect	O
,	O
whereas	O
high	O
nitrate	B
-	I
containing	I
vegetables	I
increased	O
the	O
risk	O
of	O
GC	O
.	O
In	O
conclusion	O
,	O
our	O
study	O
suggests	O
that	O
the	O
risk	O
of	O
GC	O
decreased	O
with	O
high	O
consumption	O
of	O
fresh	O
vegetables	B
and	O
fruits	B
,	O
whereas	O
high	O
consumption	O
of	O
foods	O
rich	O
in	O
nitrate	O
and	O
carcinogenic	O
substances	O
produced	O
during	O
the	O
cooking	O
process	O
increased	O
the	O
risk	O
of	O
GC	O
.	O
The	O
potential	O
protective	O
and	O
therapeutic	O
effects	O
of	O
bST	O
during	O
coliform	O
mastitis	O
in	O
periparturient	O
cows	O
were	O
evaluated	O
.	O
In	O
a	O
first	O
study	O
,	O
19	O
cows	O
,	O
classified	O
as	O
moderate	O
or	O
severe	O
responders	O
based	O
on	O
the	O
respiratory	O
burst	O
activity	O
of	O
blood	O
neutrophils	O
,	O
were	O
treated	O
with	O
recombinant	O
bST	O
or	O
vehicle	O
48	O
h	O
after	O
intramammary	O
inoculation	O
of	O
Escherichia	O
coli	O
.	O
Clinical	O
status	O
and	O
changes	O
in	O
milk	O
production	O
and	O
composition	O
were	O
compared	O
in	O
the	O
four	O
groups	O
.	O
In	O
a	O
second	O
study	O
,	O
8	O
cows	O
received	O
bST	O
or	O
vehicle	O
7	O
d	O
before	O
bacterial	O
challenge	O
.	O
During	O
mastitis	O
,	O
losses	O
in	O
milk	O
production	O
and	O
compositional	O
changes	O
were	O
most	O
pronounced	O
in	O
infected	O
glands	O
and	O
in	O
severe	O
responders	O
.	O
Milk	O
production	O
of	O
bST	O
cows	O
recovered	O
better	O
than	O
that	O
of	O
placebo	O
cows	O
.	O
Recovery	O
of	O
milk	B
components	O
was	O
accelerated	O
in	O
severe	O
responders	O
treated	O
with	O
bST	O
,	O
but	O
not	O
in	O
moderate	O
responders	O
.	O
Pretreatment	O
of	O
severe	O
responders	O
with	O
bST	O
enhanced	O
milk	O
production	O
before	O
infection	O
,	O
protected	O
the	O
mammary	O
glands	O
from	O
excessive	O
loss	O
of	O
milk	B
during	O
the	O
subsequently	O
induced	O
coliform	O
mastitis	O
,	O
and	O
accelerated	O
normalization	O
of	O
milk	O
composition	O
.	O
In	O
conclusion	O
,	O
the	O
beneficial	O
effects	O
of	O
bST	O
upon	O
normalization	O
of	O
milk	O
production	O
and	O
composition	O
in	O
periparturient	O
cows	O
suffering	O
from	O
coliform	O
mastitis	O
seem	O
to	O
be	O
restricted	O
to	O
the	O
severe	O
responders	O
.	O
In	O
severe	O
responders	O
that	O
had	O
been	O
treated	O
with	O
bST	O
,	O
changes	O
observed	O
during	O
mastitis	O
resembled	O
those	O
in	O
moderate	O
responders	O
treated	O
with	O
the	O
placebo	O
.	O
Dietary	O
fatty	O
acids	O
alter	O
HDL	O
cholesterol	O
concentrations	O
,	O
presumably	O
through	O
mechanisms	O
related	O
to	O
reverse	O
cholesterol	O
transport	O
.	O
The	O
effect	O
of	O
dietary	O
fats	B
(	O
coconut	B
oil	I
,	O
butter	B
,	O
traditional	O
stick	O
margarine	B
,	O
soybean	B
oil	I
,	O
canola	B
oil	I
)	O
differing	O
in	O
fatty	O
acid	O
profile	O
on	O
this	O
antiatherogenic	O
process	O
was	O
assessed	O
with	O
respect	O
to	O
plasma	O
lipids	O
;	O
exogenous	O
and	O
endogenous	O
lecithin	O
-	O
cholesterol	O
acyltransferase	O
(	O
LCAT	O
)	O
,	O
cholesterol	O
ester	O
transfer	O
protein	O
(	O
CETP	O
)	O
,	O
phospholipid	O
transfer	O
protein	O
(	O
PLTP	O
)	O
activities	O
;	O
and	O
LCAT	O
,	O
apolipoprotein	O
(	O
apo	O
)	O
A	O
-	O
I	O
and	O
scavenger	O
receptor	O
B	O
class-1	O
(	O
SR	O
-	O
B1	O
)	O
mRNA	O
abundance	O
.	O
Golden	O
-	O
Syrian	O
hamsters	O
were	O
fed	O
a	O
nonpurified	O
(	O
6.25	O
g/100	O
g	O
fat	O
)	O
diet	O
containing	O
an	O
additional	O
10	O
g/100	O
g	O
experimental	O
fat	O
and	O
0.1	O
g/100	O
g	O
cholesterol	O
for	O
6	O
wk	O
.	O
Canola	B
and	I
soybean	I
oils	I
significantly	O
lowered	O
serum	O
HDL	O
cholesterol	O
concentrations	O
relative	O
to	O
butter	O
.	O
Canola	B
oil	I
,	O
relative	O
to	O
butter	B
,	O
resulted	O
in	O
higher	O
exogenous	O
LCAT	O
activity	O
,	O
and	O
both	O
soybean	B
and	I
canola	I
oils	I
significantly	O
increased	O
hepatic	O
apo	O
A	O
-	O
I	O
and	O
SR	O
-	O
B1	O
mRNA	O
abundance	O
.	O
Butter	B
,	O
relative	O
to	O
margarine	B
,	O
coconut	B
and	O
soybean	B
oils	I
,	O
significantly	O
increased	O
serum	O
non	O
-	O
HDL	O
cholesterol	O
concentrations	O
.	O
Endogenous	O
and	O
exogenous	O
LCAT	O
,	O
CETP	O
,	O
and	O
PLTP	O
activities	O
did	O
not	O
differ	O
in	O
hamsters	O
fed	O
margarine	B
or	O
saturated	O
fat	O
diets	O
,	O
despite	O
lower	O
hepatic	O
LCAT	O
,	O
apo	O
A	O
-	O
I	O
,	O
and	O
SR	O
-	O
B1	O
mRNA	O
abundance	O
,	O
suggesting	O
that	O
changes	O
in	O
available	O
substrate	O
and/or	O
modification	O
to	O
the	O
LCAT	O
protein	O
may	O
have	O
been	O
involved	O
in	O
lipoprotein	O
changes	O
.	O
These	O
results	O
suggest	O
that	O
lower	O
HDL	O
cholesterol	O
concentrations	O
,	O
as	O
a	O
result	O
of	O
canola	B
and	O
soybean	B
oil	I
feeding	O
,	O
may	O
not	O
be	O
detrimental	O
due	O
to	O
increases	O
in	O
components	O
involved	O
in	O
the	O
reverse	O
cholesterol	O
transport	O
process	O
in	O
these	O
hamsters	O
and	O
may	O
retard	O
the	O
progression	O
of	O
atherosclerosis	O
.	O
Phenolics	O
from	O
grapes	B
and	O
wines	B
can	O
play	O
a	O
role	O
against	O
oxidation	O
and	O
development	O
of	O
atherosclerosis	O
.	O
Stilbenes	O
have	O
been	O
shown	O
to	O
protect	O
lipoproteins	O
from	O
oxidative	O
damage	O
and	O
to	O
have	O
cancer	O
chemopreventive	O
activity	O
.	O
We	O
describe	O
a	O
method	O
for	O
the	O
direct	O
determination	O
of	O
stilbenes	O
in	O
several	O
red	B
wines	I
using	O
high	O
-	O
performance	O
liquid	O
chromatography	O
with	O
UV	O
detection	O
.	O
In	O
a	O
survey	O
of	O
12	O
commercial	O
wines	B
from	O
the	O
south	O
of	O
Brazil	O
(	O
Rio	O
Grande	O
del	O
Sul	O
)	O
,	O
levels	O
of	O
delta	O
-	O
viniferin	O
are	O
reported	O
for	O
the	O
first	O
time	O
in	O
different	O
varieties	O
of	O
red	B
wines	I
.	O
Brazilian	O
red	B
wine	I
contains	O
trans	O
-	O
astringin	O
,	O
trans	O
-	O
piceid	O
,	O
trans	O
-	O
resveratrol	O
,	O
cis	O
-	O
resveratrol	O
(	O
in	O
high	O
quantity	O
:	O
5	O
times	O
more	O
than	O
the	O
trans	O
form	O
)	O
,	O
epsilon	O
-	O
viniferin	O
,	O
and	O
a	O
compound	O
isolated	O
for	O
the	O
first	O
time	O
in	O
wine	B
,	O
trans	O
-	O
delta	O
-	O
viniferin	O
.	O
Isolation	O
and	O
identification	O
of	O
delta	O
-	O
viniferin	O
was	O
achieved	O
by	O
NMR	O
after	O
extraction	O
and	O
fractionation	O
of	O
red	O
wine	O
phenolics	O
.	O
delta	O
-	O
Viniferin	O
contributes	O
,	O
as	O
well	O
as	O
cis	O
-	O
resveratrol	O
and	O
trans	O
-	O
piceid	O
,	O
to	O
a	O
significant	O
proportion	O
of	O
stilbenes	O
in	O
wine	B
dietary	I
intake	I
,	O
particularly	O
with	O
Merlot	O
varieties	O
containing	O
an	O
average	O
level	O
of	O
10	O
mg	O
/	O
L	O
for	O
delta	O
-	O
viniferin	O
,	O
15	O
mg	O
/	O
L	O
for	O
cis	O
-	O
resveratrol	O
,	O
and	O
13	O
mg	O
/	O
L	O
for	O
trans	O
-	O
piceid	O
.	O
The	O
total	O
stilbene	O
intake	O
from	O
wine	B
origin	O
was	O
estimated	O
for	O
the	O
Brazilian	O
population	O
as	O
5.3	O
mg	O
/	O
day	O
per	O
person	O
(	O
on	O
the	O
basis	O
of	O
a	O
regular	O
wine	B
consumption	I
of	O
160	O
mL	O
/	O
day	O
)	O
.	O
delta	O
-	O
Viniferin	O
can	O
contribute	O
to	O
around	O
20	O
%	O
of	O
total	O
stilbenes	O
in	O
wine	B
(	O
average	O
of	O
6.4	O
mg	O
/	O
L	O
in	O
red	B
Brazilian	O
wines	B
)	O
.	O
It	O
would	O
be	O
important	O
in	O
the	O
future	O
to	O
investigate	O
the	O
origins	O
of	O
the	O
differences	O
in	O
wine	B
stilbene	O
levels	O
in	O
relation	O
to	O
the	O
vine	O
varieties	O
,	O
and	O
the	O
bioavailability	O
of	O
the	O
newly	O
extracted	O
stilbene	O
delta	O
-	O
viniferin	O
in	O
plasma	O
after	O
consumption	O
of	O
different	O
types	O
of	O
wines	B
.	O
Street	O
food	O
is	O
popular	O
in	O
Eastern	O
Europe	O
,	O
but	O
its	O
diversity	O
and	O
nutritional	O
value	O
are	O
unknown	O
.	O
This	O
study	O
aimed	O
to	O
characterise	O
the	O
street	O
food	O
environment	O
in	O
Chişinău	O
,	O
Moldova	O
,	O
including	O
the	O
vending	O
sites	O
and	O
vendors	O
,	O
food	O
availability	O
and	O
nutritional	O
composition	O
of	O
foods	O
and	O
beverages	O
.	O
All	O
street	O
food	O
vending	O
sites	O
(	O
single	O
point	O
of	O
sale	O
)	O
located	O
in	O
a	O
1	O
-	O
km	O
buffer	O
centred	O
on	O
the	O
main	O
public	O
market	O
were	O
systematically	O
selected	O
(	O
n	O
439	O
;	O
n	O
328	O
participants	O
)	O
.	O
Data	O
on	O
vending	O
sites	O
'	O
characteristics	O
(	O
mobility	O
,	O
type	O
of	O
physical	O
set	O
-	O
up	O
and	O
access	O
to	O
electricity	O
)	O
,	O
operating	O
periods	O
and	O
food	O
availability	O
were	O
collected	O
.	O
Samples	O
of	O
the	O
most	O
commonly	O
available	O
foods	O
of	O
unknown	O
composition	O
were	O
collected	O
(	O
twenty	O
-	O
eight	O
home	O
-	O
made	O
and	O
twenty	O
-	O
four	O
industrial	O
)	O
.	O
Macronutrients	O
,	O
Na	O
and	O
K	O
were	O
quantified	O
through	O
chemical	O
analysis	O
.	O
Fruits	B
,	O
beverages	O
and	O
food	O
other	O
than	O
fruits	O
were	O
available	O
in	O
2·5	O
,	O
74·3	O
and	O
80·8	O
%	O
of	O
the	O
vending	O
sites	O
,	O
respectively	O
.	O
Among	O
the	O
latter	O
,	O
66·4	O
%	O
sold	O
only	O
industrial	B
foods	I
(	O
e.g.	O
pretzels	B
,	O
biscuits	B
,	O
wafers	B
,	O
chocolate	B
and	O
ice	B
cream	I
)	O
,	O
21·5	O
%	O
only	O
home	O
-	O
made	O
(	O
e.g.	O
savoury	I
and	I
sweet	I
pastries	O
)	O
and	O
12·1	O
%	O
both	O
.	B
Home	I
-	I
made	I
foods	O
presented	O
larger	O
serving	O
sizes	O
and	O
energy	O
/	O
serving	O
(	O
median	O
kJ	O
/	O
serving	O
:	O
1312·5	O
v.	O
670·3	O
,	O
P	O
=	O
0·022	O
)	O
;	O
industrial	O
foods	O
were	O
more	O
energy	O
-	O
dense	O
(	O
median	O
kJ/100	O
g	O
:	O
1797·0	O
v.	O
1269·8	O
,	O
P	O
=	O
0·002	O
)	O
.	O
High	O
SFA	O
,	O
trans	O
-	O
fat	O
and	O
Na	O
contents	O
were	O
found	O
,	O
reaching	O
10·9	O
g	O
/	O
serving	O
,	O
1·4	O
g	O
/	O
serving	O
and	O
773·7	O
mg	O
/	O
serving	O
,	O
respectively	B
.	B
Soft	O
drinks	B
and	I
alcoholic	O
beverages	O
were	O
available	O
in	O
80·7	O
and	O
42·0	O
%	O
of	O
the	O
vending	O
sites	O
selling	O
beverages	O
,	O
respectively	O
.	O
Concluding	B
,	B
industrial	O
snacks	B
and	I
home	O
-	O
made	O
pastries	O
high	O
in	O
Na	O
and	O
unhealthy	O
fat	O
were	O
frequent	O
in	O
Chişinău	O
.	O
Prevention	O
of	O
diet	O
-	O
related	O
diseases	O
in	O
Moldova	O
may	O
benefit	O
from	O
the	O
improvement	O
of	O
the	O
nutritional	O
profile	O
of	O
street	O
food	O
.	O
Long	O
chain	O
omega	O
3	O
(	O
n-3	O
)	O
fatty	O
acids	O
,	O
eicosapentaenoic	O
(	O
EPA	O
)	O
and/or	O
docosahexaenoic	O
acid	O
(	O
DHA	O
)	O
,	O
have	O
been	O
shown	O
to	O
suppress	O
growth	O
of	O
most	O
cancer	O
cells	O
.	O
In	O
vivo	O
,	O
alpha	O
linolenic	O
acid	O
(	O
ALA	O
,	O
18:3n-3	O
)	O
can	O
be	O
converted	O
to	O
EPA	O
or	O
DHA	O
.	O
We	O
hypothesized	O
that	O
substituting	O
canola	B
oil	I
(	O
10	O
%	O
ALA	O
)	O
for	O
the	O
corn	B
oil	I
(	O
1	O
%	O
ALA	O
)	O
in	O
the	O
diet	O
of	O
cancer	O
bearing	O
mice	O
would	O
slow	O
tumor	O
growth	O
by	O
increasing	O
n-3	O
fatty	O
acids	O
in	O
the	O
diet	O
.	O
Sixty	O
nude	O
mice	O
received	O
MDA	O
-	O
MB	O
231	O
human	O
breast	O
cancer	O
cells	O
and	O
were	O
fed	O
a	O
diet	O
containing	O
8	O
%	O
w	O
/	O
w	O
corn	B
oil	I
until	O
the	O
mean	O
tumor	O
volume	O
was	O
60	O
mm3	O
.	O
The	O
dietary	O
fat	B
of	O
half	O
of	O
the	O
tumor	O
bearing	O
mice	O
was	O
then	O
changed	O
to	O
8	O
%	O
w	O
/	O
w	O
canola	B
oil	I
.	O
Compared	O
to	O
mice	O
that	O
consumed	O
the	O
corn	B
oil	I
containing	O
diet	O
,	O
the	O
mice	O
that	O
consumed	O
the	O
canola	B
oil	I
containing	O
diet	O
had	O
significantly	O
more	O
EPA	O
and	O
DHA	O
in	O
both	O
tumors	O
and	O
livers	O
,	O
and	O
the	O
mean	O
tumor	O
growth	O
rate	O
and	O
cell	O
proliferation	O
in	O
the	O
tumor	O
were	O
significantly	O
slower	O
(	O
P<0.05	O
)	O
.	O
About	O
25	O
days	O
after	O
diet	O
change	O
,	O
mice	O
that	O
consumed	O
the	O
corn	B
oil	I
diet	O
stopped	O
gaining	O
weight	O
,	O
whereas	O
the	O
mice	O
that	O
consumed	O
the	O
canola	B
oil	I
diet	O
continued	O
normal	O
weight	O
gain	O
.	O
Use	O
of	O
canola	B
oil	I
instead	O
of	O
corn	B
oil	I
in	O
the	O
diet	O
may	O
be	O
a	O
reasonable	O
means	O
to	O
increase	O
consumption	O
of	O
n-3	O
fatty	O
acids	O
with	O
potential	O
significance	O
for	O
slowing	O
growth	O
of	O
residual	O
cancer	O
cells	O
in	O
cancer	O
survivors	O
.	O
Epigenetic	O
therapy	O
induced	O
by	O
dietary	O
components	O
has	O
become	O
a	O
strong	O
interest	O
in	O
the	O
field	O
of	O
cancer	O
prevention	O
.	O
Olive	B
oil	I
,	O
a	O
potent	O
dietary	O
chemopreventive	O
agent	O
,	O
control	O
colon	O
cancer	O
,	O
however	O
,	O
its	O
role	O
in	O
epigenetic	O
therapy	O
remains	O
unclear	O
.	O
Thus	O
,	O
we	O
aimed	O
to	O
investigate	O
the	O
effect	O
of	O
olive	B
oil	I
in	O
a	O
preclinical	O
model	O
of	O
colon	O
cancer	O
by	O
targeting	O
genetic	O
and	O
epigenetic	O
mechanisms	O
.	O
DMH	O
was	O
used	O
to	O
induce	O
colon	O
cancer	O
in	O
rats	O
;	O
while	O
olive	B
oil	I
was	O
given	O
to	O
separate	O
group	O
of	O
rats	O
along	O
with	O
DMH	O
treatment	O
.	O
Tumor	O
burden	O
and	O
incidence	O
in	O
DMH	O
and	O
DMH	O
+	O
olive	O
oil	O
-	O
treated	O
rats	O
was	O
observed	O
by	O
macroscopic	O
examination	O
and	O
histoarchitectural	O
studies	O
