ID|Food Concept|Semantic Tags
A000312|MAPLE SYRUP|AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A000313|CANOLA OIL|AG.01.f [Fat/oil]
A000314|GROUND FLAX SEED|AF.10.i [Seed];AF.24 [Yielding fibre/thatching/basket material]
A000315|DRAINED RAISINS|AG.01.h.01.b [Berry];AG.01.h.01 [Fruit/a fruit]
A000316|INSTANT OATMEAL|AG.01.j [Meal];AG.01.n.02 [Soup/pottage];AG.01 [Food]
A000317|COCONUT|AG.01.h.01.f [Nut]
A000318|EXTRA-VIRGIN OLIVE OIL|AG.01.f [Fat/oil]
A000319|ITALIAN SEASONING|AG.01.t.05 [Preparation for table/cooking];AG.01.l [Additive]
A000320|BASIL|AF.20.e [Particular vegetables];AF.12 [Particular plants/herbs/shrubs]
A000321|DRAINED ZUCCHINI|AG.01.h.02.f [Fruits as vegetables]
A000322|PICO DE GALLO SEASONING|AG.01.t.05 [Preparation for table/cooking];AG.01.l [Additive]
A000323|RAW VEGETABLES|AG.01.t.07 [Cooking]
A000324|CORN CHIPS|AG.01.i [Corn/cereals/grain]
A000325|CHIVES|AF.10.g [Flower/part containing reproductive organs];AG.01.h.02.e [Onion/leek/garlic];AF.20.e [Particular vegetables]
A000326|CRAB MEAT|AG.01.d.07 [Seafood];AG.01.d [Animals for food];AG.01 [Food]
A000327|YELLOW ONION|AG.01.h.02.e [Onion/leek/garlic]
A000328|BELL PEPPER|AG.01.h.02.f [Fruits as vegetables];AG.01.l.03 [Spice];AG.01.w [Setting table]
A000329|SRIRACHA SAUCE|AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing]
A000330|WHOLE OYSTERS|AG.01.d.07 [Seafood];AG.01.e [Dairy produce]
A000331|OYSTERS|AG.01.d.07 [Seafood]
A000332|LIQUEUR|AG.01.n.17.a [Sweets];AG.01.ae.01 [Wine-making];AG.01.aj.01 [Drinking vessel];AG.01.y.01 [Intoxicating liquor]
A000333|OYSTER|AG.01.d.07 [Seafood]
A000334|ROCK SALT|AG.01.l.01 [Salt];AG.01.w [Setting table]
A000335|EXCESS GREASE|AG.01 [Food]
A000336|SEEDS|AF.10.i [Seed];AG.01.o [Animal food]
A000337|MEMBRANE|AF.10.k [Cell/aggregate tissue]
A000338|PEPPER HALVES|AG.01.l.03 [Spice]
A000339|JALAPENO|AG.01 [Food]
A000340|WHIPPED TOPPING|AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food];AG.01 [Food]
A000341|PEARL ONIONS|AG.01.h.02.e [Onion/leek/garlic]
A000342|RED BELL PEPPERS|AG.01.l.03 [Spice]
A000343|GREEN BELL PEPPERS|AG.01.l.03 [Spice]
A000344|CELERY|AG.01.h.02.b [Stalk vegetables]
A000345|CUCUMBERS|AG.01.h.02.f [Fruits as vegetables]
A000346|TOMATO PASTE|AG.01.h.02.f [Fruits as vegetables];AG.01.n.15 [Pastry];AG.01.n.17 [Confections/sweetmeats];AG.01.l [Additive]
A000347|VEGETABLES|AF.02.a [Food plant/vegetable];AG.01.h.02 [Vegetables]
A000348|CAULIFLOWER MIXTURE|AG.01.h.02.d [Cabbage/kale];AG.01.af [Tea manufacture]
A000349|GREEN OLIVES|AG.01.h.01.e [Fruit containing stone]
A000350|TUNA|AE.10.g [Order Perciformes (perches)]
A000351|WRAPPED PICKLING SPICE|AG.01.l.03 [Spice];AG.01.l [Additive]
A000352|ONION SALT|AG.01.h.02.e [Onion/leek/garlic];AG.01.l.01 [Salt];AG.01.w [Setting table]
A000353|CELERY SALT|AG.01.h.02.b [Stalk vegetables];AG.01.l.01 [Salt];AG.01.w [Setting table]
A000354|DRAINED SHRIMP MEAT|AG.01.d.07 [Seafood];AG.01.d [Animals for food];AG.01 [Food]
A000355|COOL WATER|AG.01.z [Water]
A000356|YOLK|AG.01.g [Eggs];AF.10.i [Seed];AG.01 [Food]
A000357|YOLKS|AG.01.g [Eggs];AF.10.i [Seed];AG.01 [Food]
A000358|SOFTENED BUTTER|AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food]
A000359|ITALIAN SAUSAGE|AG.01.n.05 [Sausage]
A000360|BAKING MIX|AG.01.n.11 [Bread];AG.01.m [Substances for food preparation];AG.01.t.07 [Cooking];AG.01 [Food]
A000361|PIZZA BALLS|AG.01.n.11 [Bread]
A000362|GOAT CHEESE PIECE|AG.01.n.11 [Bread];AG.01.n.18 [Preserve];AG.01.e.02 [Cheese]
A000363|SLICED CHERRY TOMATOES|AG.01.h.02.f [Fruits as vegetables];AG.01.h.01.e [Fruit containing stone];AG.01.t.05 [Preparation for table/cooking]
A000364|BONE|AG.01 [Food]
A000365|SEASONINGS|AG.01.t.05 [Preparation for table/cooking];AG.01.l [Additive]
A000366|SAUCE|AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing]
A000367|DRIED THYME|AG.01.h.02.i [Herb]
A000368|WORCESTERSHIRE|AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing]
A000369|LIQUID SMOKE FLAVORING|AG.01 [Food]
A000370|COATED PECANS|AG.01.h.01.f [Nut]
A000371|EXTRA EGG WHITE MIXTURE|AG.01.g [Eggs]
A000372|PEPPER MIXTURE|AG.01.l.03 [Spice];AG.01.af [Tea manufacture]
A000373|PECAN|AG.01.h.01.f [Nut]
A000374|SPICES|AG.01.n.17.a [Sweets];AG.01.l.03 [Spice];AG.01.o [Animal food];AG.01.h.01 [Fruit/a fruit]
A000375|SEASONED BREAD CRUMBS|AG.01.n.11 [Bread];AG.01.t.05 [Preparation for table/cooking]
A000376|WHISKEY|AG.01.y.01 [Intoxicating liquor];AG.01 [Food]
A000377|SAUCE MIXTURE|AG.01.af [Tea manufacture];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing]
A000378|WHITE CORN SYRUP|AG.01.i [Corn/cereals/grain];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A000379|CEREAL|AG.01.i [Corn/cereals/grain]
A000380|MELTED BUTTER MIXTURE|AG.01.e.01 [Butter];AG.01.af [Tea manufacture];AG.01.t.07 [Cooking];AG.01.n [Dishes and prepared food]
A000381|SNACK MIX|AG.01.r [Meal];AG.01.m [Substances for food preparation]
A000382|BREADCRUMBS|AG.01.n.11 [Bread];AG.01 [Food]
A000383|CRAB|AG.01.d.07 [Seafood]
A000384|SEAFOOD SHELLS|AG.01.o [Animal food]
A000385|STUFFED SHELLS|AG.01.t.05 [Preparation for table/cooking];AG.01.o [Animal food]
A000386|PATTY|AG.01.n.17.a [Sweets];AG.01.n.15 [Pastry];AG.01.n [Dishes and prepared food]
A000387|CILANTRO-LIME MAYONNAISE|AG.01.n.01 [Food by way of preparation];AG.01.l.04 [Sauce/dressing]
A000388|REFRIED BEANS|AG.01.h.02.g [Pulse];AF.20.f [Pulses/plants producing pulses];AG.01.t.07 [Cooking]
A000389|TACO SEASONING MIX|AG.01.n.12 [Pancake/tortilla/oatcake];AG.01.m [Substances for food preparation];AG.01.t.05 [Preparation for table/cooking];AG.01.l [Additive]
A000390|TOMATO|AG.01.h.02.f [Fruits as vegetables]
A000391|SALAD DRESSING|AG.01.n.09 [Prepared vegetables and dishes];AG.01.h.02 [Vegetables]
A000392|YOLK MIXTURE|AG.01.af [Tea manufacture];AG.01.g [Eggs]
A000393|EGG HALF|AG.01.g [Eggs]
A000394|CHEESY FLORETS|AG.01.e.02 [Cheese]
A000395|LEAVES|AE.14 [Class Mammalia (mammals)];AF.10.e [Leaf];AF.20 [Particular food plant/product]
A000396|THICK STEMS|AF.10.a [Stem/stalk]
A000397|KALE|AG.01 [Food]
A000398|SEASONING SALT|AG.01.w [Setting table];AG.01.l.01 [Salt];AG.01.t.05 [Preparation for table/cooking];AG.01.l [Additive]
A000399|PORK SHOULDER|AG.01.d.05 [Pork]
A000400|LIVERS|AE.08 [Invertebrates]
A000401|POBLANO PEPPER|AG.01.l.03 [Spice]
A000402|KOSHER SALT|AG.01.a [Qualities of food];AG.01.l.01 [Salt];AG.01.w [Setting table]
A000403|GROUND BLACK PEPPER|AG.01.t.05 [Preparation for table/cooking];AG.01 [Food]
A000404|STRAINED LIQUID|AG.01.t.05 [Preparation for table/cooking]
A000405|DRAINED MEAT MIXTURE|AG.01.d [Animals for food];AG.01 [Food]
A000406|CHOPPED MEAT|AG.01.d [Animals for food];AG.01 [Food]
A000407|RESERVED COOKING LIQUID|AG.01.r [Meal];AG.01.t.07 [Cooking]
A000408|CHILLED MEAT MIXTURE|AG.01.t.06 [Preserving/pickling];AG.01.t.05 [Preparation for table/cooking];AG.01.d [Animals for food];AG.01 [Food]
A000409|FLOUR MIXTURE|AG.01.j [Meal];AG.01.k [Flour];AG.01.af [Tea manufacture]
A000410|EXCESS FLOUR|AG.01.j [Meal];AG.01.k [Flour]
A000411|BEATEN EGG|AG.01.g [Eggs]
A000412|BREADED BALL|AG.01.t.05 [Preparation for table/cooking]
A000413|MEAT BALLS|AG.01.d [Animals for food];AG.01 [Food]
A000414|BOUDIN BALLS|AG.01.n.05 [Sausage]
A000415|PREHEATED OIL|AG.01.f [Fat/oil]
A000416|GREEN CHILIES|AG.01 [Food]
A000417|CORNED BEEF|AG.01.t.06 [Preserving/pickling];AG.01.d.03 [Beef];AG.01.t.05 [Preparation for table/cooking]
A000418|SWISS CHEESE|AG.01.n.18 [Preserve];AG.01.e.02 [Cheese]
A000419|SAUERKRAUT|AG.01 [Food]
A000420|THOUSAND ISLAND SALAD DRESSING|AG.01.n.09 [Prepared vegetables and dishes];AG.01.h.02 [Vegetables]
A000421|CRESCENT ROLL DOUGH|AG.01.n.11 [Bread]
A000422|COCKTAIL SAUCE|AG.01.y.01.g [Cocktail];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing]
A000423|CRAB MIXTURE|AG.01.d.07 [Seafood];AG.01.af [Tea manufacture]
A000424|SALAD DRESSING MIX|AG.01.m [Substances for food preparation];AG.01.n.09 [Prepared vegetables and dishes];AG.01.h.02 [Vegetables]
A000425|CHOPPED NUTS|AG.01.d [Animals for food];AG.01.h.01.f [Nut]
A000426|TACO SEASONING|AG.01.n.12 [Pancake/tortilla/oatcake];AG.01.t.05 [Preparation for table/cooking];AG.01.l [Additive]
A000427|LETTUCE|AG.01.h.02.c [Leaf vegetables]
A000428|GREEN PEPPER|AG.01.d [Animals for food];AG.01.l.03 [Spice];AG.01.t.07 [Cooking];AG.01.h.02.f [Fruits as vegetables];AG.01.w [Setting table]
A000429|SWEET POTATOES|AG.01.n.11 [Bread];AG.01.e [Dairy produce];AG.01.z [Water];AG.01.h.02.a [Root vegetable]
A000430|MASHED SWEET POTATOES|AG.01.h.02.a [Root vegetable]
A000431|SWEET POTATO MIXTURE|AG.01.n.11 [Bread];AG.01.af [Tea manufacture];AG.01.h.02.a [Root vegetable]
A000432|FLATTENED CAKES|AG.01.n.13 [Cake];AG.01.o [Animal food]
A000433|SWEET POTATO CAKES|AG.01.n.13 [Cake];AG.01.h.02.a [Root vegetable];AG.01.o [Animal food]
A000434|BAGEL HALF|AG.01.n.11 [Bread]
A000435|TOMATO SAUCE|AG.01.h.02.f [Fruits as vegetables];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing]
A000436|BAGEL|AG.01 [Food]
A000437|TOMATO HALVES|AG.01.h.02.f [Fruits as vegetables]
A000438|SHREDDED CHEDDAR CHEESE|AG.01.n.18 [Preserve];AG.01.t.05 [Preparation for table/cooking];AG.01.e.02 [Cheese]
A000439|MANGO|AF.20 [Particular food plant/product];AF.20.b [Particular fruit-tree/-plant];AE.10.g [Order Perciformes (perches)];AG.01.h.01 [Fruit/a fruit]
A000440|ICE WATER|AG.01.z [Water]
A000441|DIJON MUSTARD|AG.01.l.03 [Spice]
A000442|WHITE WINE VINEGAR|AG.01.ae.01 [Wine-making];AG.01.y.01.a [Wine];AG.01.l [Additive]
A000443|CHOPPED EGG WHITES|AG.01.g [Eggs]
A000444|MOLASSES|AG.01 [Food]
A000445|TEA BAGS|AG.01.r [Meal];AG.01.af [Tea manufacture];AG.01.ac [Tea]
A000446|EGG YOLKS|AG.01.g [Eggs]
A000447|EGG WHITE|AG.01.k [Flour];AG.01.y.01.a [Wine];AG.01.g [Eggs]
A000448|ITALIAN-STYLE BREAD CRUMBS|AG.01.n.11 [Bread]
A000449|MUSHROOM|AG.01.h.02.h [Fungi]
A000450|SKIN|AF.10.h [Reproductive product - fruit, nut];AG.01 [Food]
A000451|BONES|AG.01 [Food]
A000452|FISH|AG.01.d.07 [Seafood];AE [Animals];AE.10 [Fish]
A000453|SHREDDED LETTUCE|AG.01.h.02.c [Leaf vegetables]
A000454|BLACK BEANS|AG.01.h.02.g [Pulse]
A000455|RED CHILE PEPPERS|AG.01.l.03 [Spice]
A000456|EXCESS LIQUID|AG.01 [Food]
A000457|MONTEREY JACK CHEESE|AG.01.n.18 [Preserve];AG.01.e.02 [Cheese]
A000458|SPINACH DIP|AG.01.h.02.c [Leaf vegetables];AG.01.l.04 [Sauce/dressing]
A000459|PIZZA CRUST|AG.01.n.11 [Bread];AG.01.n.15 [Pastry]
A000460|BROCCOLI|AG.01 [Food]
A000461|SAUSAGE MEAT|AG.01.n.05 [Sausage];AG.01.d [Animals for food];AG.01 [Food]
A000462|GREASE|AG.01.e.01 [Butter];AG.01 [Food]
A000463|PASTRY|AG.01.t.05 [Preparation for table/cooking];AG.01.n.15 [Pastry]
A000464|DRY ITALIAN-STYLE SALAD DRESSING MIX|AG.01.m [Substances for food preparation];AG.01.n.09 [Prepared vegetables and dishes];AG.01.h.02 [Vegetables]
A000465|DRIED BEEF|AG.01.d.03 [Beef]
A000466|JUICE|AG.01.y.01.a [Wine];AG.01.m [Substances for food preparation];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash]
A000467|CREAM CHEESE MIXTURE|AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food];AG.01.n.18 [Preserve];AG.01.af [Tea manufacture];AG.01.e.02 [Cheese]
A000468|OLIVE BALL|AE.13 [Class Aves (birds)]
A000469|CHOPPED PECANS|AG.01.h.01.f [Nut]
A000470|RESERVED JUICE|AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash]
A000471|CURRY POWDER|AG.01.l.03 [Spice];AG.01.n.01 [Food by way of preparation]
A000472|BAGUETTE|AG.01.n.11 [Bread];AG.01 [Food]
A000473|BREAD ROUNDS|AG.01.n.11 [Bread]
A000474|BRIE CHEESE|AG.01.ae.01 [Wine-making];AG.01.n.18 [Preserve];AG.01.e.02 [Cheese]
A000475|TOASTED BREAD|AG.01.n.11 [Bread];AG.01.t.07 [Cooking]
A000476|CROSTINI|AG.01.n.11 [Bread];AG.01 [Food]
A000477|RED PEPPER STRIPS|AG.01.l.03 [Spice]
A000478|SAZON SEASONING|AG.01.t.05 [Preparation for table/cooking];AG.01.l [Additive]
A000479|CHICKEN WING|AG.01.d.06 [Fowls]
A000480|HOT SAUCE MIXTURE|AG.01.af [Tea manufacture];AG.01.l.04 [Sauce/dressing];AG.01.h [Fruit and vegetables];AG.01 [Food]
A000481|PICKLE JUICE|AG.01.t.06 [Preserving/pickling];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash]
A000482|PICKLE RELISH|AG.01.a [Qualities of food];AG.01.t.06 [Preserving/pickling];AG.01.l [Additive]
A000483|PIMENTOS|AG.01.h.02.f [Fruits as vegetables]
A000484|CHILI SAUCE|AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing]
A000485|JELLY|AG.01.n.04 [Jelly];AG.01.w [Setting table]
A000486|COOKED MEATBALLS|AG.01.t.07 [Cooking]
A000487|COTTAGE CHEESE|AG.01 [Food]
A000488|SMALL CURD COTTAGE CHEESE|AG.01.h.02.d [Cabbage/kale];AG.01.m [Substances for food preparation];AG.01.f [Fat/oil]
A000489|DILL WEED|AF [Plants];AG.01.h.02.i [Herb];AF.03 [Valued plants and weeds]
A000490|CHEESES|AG.01.n.18 [Preserve];AG.01.e.02 [Cheese]
A000491|JALAPENOS|AG.01 [Food]
A000492|CRANBERRIES|AG.01.h.01.b [Berry]
A000493|BAGUETTE SLICES|AG.01.t.08 [Equipment for food preparation];AG.01.n.11 [Bread]
A000494|FRESH WATER|AG.01.z [Water]
A000495|CORNMEAL|AG.01 [Food]
A000496|SEASONED SALT|AG.01.w [Setting table];AG.01.l.01 [Salt];AG.01.t.05 [Preparation for table/cooking]
A000497|ONION FLAKES|AG.01.h.02.e [Onion/leek/garlic]
A000498|MONOSODIUM GLUTAMATE|;AG.01.l [Additive]
A000499|PARSLEY FLAKES|AG.01.h.02.i [Herb]
A000500|HERBS|AG.01.h.02.i [Herb]
A000501|SPINACH MIXTURE|AG.01.h.02.c [Leaf vegetables];AG.01.af [Tea manufacture]
A000502|EGGPLANT|AG.01 [Food]
A000503|PEANUT OIL|AG.01.h.01.f [Nut];AG.01.f [Fat/oil]
A000504|EGGPLANT PUREE|AG.01 [Food]
A000505|CHICKEN TENDERLOIN PIECES|AG.01.d.06 [Fowls];AG.01.n.11 [Bread]
A000506|ONION WEDGE|AG.01.h.02.e [Onion/leek/garlic]
A000507|BACON-WRAPPED PEPPERS|AG.01.l.03 [Spice]
A000508|CHICKEN TENDERLOIN|AG.01.d.06 [Fowls]
A000509|QUINOA|AG.01.h [Fruit and vegetables]
A000510|OLIVE OIL COOKING SPRAY|AG.01.t.07 [Cooking];AG.01.f [Fat/oil]
A000511|COLBY CHEESE|AG.01.n.18 [Preserve];AG.01.e.02 [Cheese]
A000512|QUINOA MIXTURE|AG.01.af [Tea manufacture];AG.01.h [Fruit and vegetables]
A000513|CANNED JALAPENO PEPPERS|AG.01.l.03 [Spice]
A000514|GREEN CHILES|AG.01.d [Animals for food];AG.01 [Food]
A000515|DICED JALAPENO PEPPER|AG.01.l.03 [Spice];AG.01.t.05 [Preparation for table/cooking]
A000516|JALAPENO SLICES|AG.01.t.08 [Equipment for food preparation]
A000517|CHEDDAR|AG.01.n.18 [Preserve];AG.01.e.02 [Cheese]
A000518|PARMESAN CHEESES|AG.01.n.18 [Preserve];AG.01.e.02 [Cheese]
A000519|EGGPLANT SLICES|AG.01.t.08 [Equipment for food preparation];AG.01 [Food]
A000520|WATER MIXTURE|AG.01.z [Water];AG.01.af [Tea manufacture]
A000521|ITALIAN-STYLE SALAD DRESSING|AG.01.t.05 [Preparation for table/cooking];AG.01.n.09 [Prepared vegetables and dishes];AG.01.h.02 [Vegetables]
A000522|WHITE ONION|AG.01.h.02.e [Onion/leek/garlic]
A000523|SESAME SEEDS|AF.10.i [Seed];AG.01.i [Corn/cereals/grain]
A000524|SUNFLOWER SEEDS|AF.29 [Particular cultivated/ornamental plants];AF.10.i [Seed];AF.12 [Particular plants/herbs/shrubs];AG.01.o [Animal food]
A000525|OATS|AG.01.i [Corn/cereals/grain]
A000526|COARSE MEAL|AG.01.j [Meal];AG.01.a [Qualities of food];AG.01.r [Meal]
A000527|BLUEBERRIES|AG.01 [Food]
A000528|TOMATO SLICE|AG.01.h.02.f [Fruits as vegetables];AG.01.t.08 [Equipment for food preparation]
A000529|COATED TOMATO SLICES|AG.01.h.02.f [Fruits as vegetables];AG.01.t.08 [Equipment for food preparation]
A000530|TOMATO SLICES|AG.01.h.02.f [Fruits as vegetables];AG.01.t.08 [Equipment for food preparation]
A000531|RUSSIAN-STYLE SALAD DRESSING|AG.01.h.02 [Vegetables];AG.01.n.09 [Prepared vegetables and dishes]
A000532|COLE SLAW|AG.01.h.02.d [Cabbage/kale];AG.01.n.02 [Soup/pottage];AG.01.n.09 [Prepared vegetables and dishes]
A000533|FILLINGS|AG.01 [Food]
A000534|PITA TRIANGLES|AF.12 [Particular plants/herbs/shrubs]
A000535|PINEAPPLE RINGS|AG.01 [Food]
A000536|COCONUT MILK|AG.01.a [Qualities of food];AG.01.e [Dairy produce];AG.01 [Food];AG.01.h.01.f [Nut]
A000537|PINEAPPLE WEDGES|AG.01 [Food]
A000538|DRAINED CHICKPEAS|AG.01 [Food]
A000539|CHICKPEAS|AG.01.o [Animal food];AG.01 [Food]
A000540|PARMESAN|AG.01.ak [Drinking];AG.01.n.18 [Preserve];AG.01.e.02 [Cheese]
A000541|SEA SALT|AG.01.l.01 [Salt];AG.01.w [Setting table]
A000542|CORNSTARCH|AG.01.i [Corn/cereals/grain];AG.01 [Food]
A000543|MOCHIKO|AG.01.j [Meal];AG.01.k [Flour]
A000544|SOUP MIX|AG.01.m [Substances for food preparation];AG.01.n.02 [Soup/pottage]
A000545|GRILLED CHICKEN WINGS|AG.01.d.06 [Fowls];AG.01.t.07 [Cooking]
A000546|HABANERO PEPPER|AG.01.h.02.f [Fruits as vegetables];AG.01.l.03 [Spice];AG.01.w [Setting table]
A000547|DRAINED YOGURT|AG.01 [Food]
A000548|GARLIC CLOVES|AG.01.l.03 [Spice];AG.01.h.02.e [Onion/leek/garlic]
A000549|MINT LEAVES|AG.01.z [Water];AG.01.h.02.i [Herb];AG.01 [Food]
A000550|WATERMELON|AG.01.z [Water]
A000551|RANCH DRESSING|AG.01 [Food]
A000552|BUFFALO WING SAUCE|AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing]
A000553|SODA|AG.01.aa [Aerated/carbonated drink];AG.01.m [Substances for food preparation]
A000554|AVOCADO PIECES|AG.01.n.11 [Bread];AG.01.h.01.e [Fruit containing stone]
A000555|ROSEMARY|AF.28 [Fragrant plants/plants used in perfumery]
A000556|VEGETABLE STOCK|AF.02.a [Food plant/vegetable]
A000557|RED WINE|AG.01.y.01.a [Wine];AG.01 [Food]
A000558|BROTH|AG.01.m [Substances for food preparation];AG.01.n.02 [Soup/pottage];AG.01 [Food]
A000559|TARRAGON|AG.01.h.02.i [Herb]
A000560|SAGE|AG.01.h.02.i [Herb];AG.01.l [Additive]
A000561|OREGANO|AG.01 [Food]
A000562|PARMESAN MIXTURE|AG.01.n.18 [Preserve];AG.01.e.02 [Cheese]
A000563|DEVILED HAM|AG.01.d.02 [Part/joint of animal]
A000564|PREPARED MUSTARD|AG.01.l.03 [Spice]
A000565|DRY MUSTARD|AG.01.n.11 [Bread];AG.01.l.03 [Spice]
A000566|FRESH CHIVES|AG.01.h.02.e [Onion/leek/garlic];AG.01.z [Water];AG.01 [Food]
A000567|BEEF BOUILLON|AG.01.d.03 [Beef];AG.01.n.02 [Soup/pottage]
A000568|FRANKFURTERS|AG.01.n.05 [Sausage]
A000569|PANCAKE MIX|AG.01.n.12 [Pancake/tortilla/oatcake];AG.01.m [Substances for food preparation]
A000570|FRITTER|AG.01.n.12 [Pancake/tortilla/oatcake];AG.01.h.01 [Fruit/a fruit]
A000571|WINE|AG.01.y.01.a [Wine]
A000572|BAY LEAF|AF.13 [Particular tree/shrub];AF.10.e [Leaf];AG.01.y.01.a [Wine];AE.14.d.02 [Dog]
A000573|CAPERS|AE.14.j.04 [Habits and actions of horse];AG.01.af [Tea manufacture];AF.13 [Particular tree/shrub]
A000574|GROUND BEEF CHUCK|AG.01.d.03 [Beef]
A000575|DRY ONION SOUP MIX|AG.01.h.02.e [Onion/leek/garlic];AG.01.m [Substances for food preparation];AG.01.n.02 [Soup/pottage]
A000576|SANDWICHES|AG.01.n.11 [Bread]
A000577|CORN KERNELS|AG.01.i [Corn/cereals/grain]
A000578|HOT YELLOW BANANA PEPPER|AG.01.h.02.f [Fruits as vegetables];AG.01.l.03 [Spice];AG.01.h.01 [Fruit/a fruit];AG.01 [Food]
A000579|RESERVED MARINADE|AG.01.m [Substances for food preparation]
A000580|HOT BEAN DIP|AG.01.l.04 [Sauce/dressing]
A000581|DICED TOMATOES|AG.01.h.02.f [Fruits as vegetables];AG.01.t.05 [Preparation for table/cooking]
A000582|PAPAYA|AG.01.h.01 [Fruit/a fruit]
A000583|POTATO NUGGETS|AG.01.h.02.a [Root vegetable]
A000584|PEPPERJACK CHEESE|AG.01.n.18 [Preserve];AG.01.e.02 [Cheese]
A000585|PULLED PORK|AG.01.d.05 [Pork]
A000586|BARBEQUE SAUCE|AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing]
A000587|TOTCHOS|AG.01 [Food]
A000588|COLESLAW|AG.01 [Food]
A000589|DATES|AG.01.h.01.e [Fruit containing stone]
A000590|CARDAMOM|AG.01 [Food]
A000591|CHOPPED WALNUTS|AF.20.c [Edible nuts/nut-trees];AG.01 [Food];AG.01.h.01.f [Nut]
A000592|COCONUT OIL|AG.01.h.01.f [Nut];AG.01.f [Fat/oil]
A000593|COOLED GARLIC-OIL MIXTURE|AG.01.h.02.e [Onion/leek/garlic];AG.01.f [Fat/oil]
A000594|LEMON GRASS|AG.01.h.01.a [Citrus fruit]
A000595|CURRY PASTE|AG.01.l.03 [Spice];AG.01.n.01 [Food by way of preparation];AG.01.n.17 [Confections/sweetmeats];AG.01.l [Additive]
A000596|CAULIFLOWER PIECE|AG.01.n.11 [Bread];AG.01.h.02.d [Cabbage/kale]
A000597|TOMATILLOS|AG.01 [Food]
A000598|MILDER DIP|AG.01.y.01.b [Ale/beer];AG.01.l.04 [Sauce/dressing]
A000599|RIBS|AF.10.e [Leaf];AG.01 [Food]
A000600|TOMATILLO MIXTURE|AG.01.af [Tea manufacture];AG.01 [Food]
A000601|FLESH|AG.01.d [Animals for food];AF.10.k [Cell/aggregate tissue];AG.01 [Food];AG.01.h.01 [Fruit/a fruit];AE.07 [Animal body]
A000602|SPAGHETTI SAUCE|AG.01.n [Dishes and prepared food];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing]
A000603|BAKED MEATBALLS|AG.01.t.07 [Cooking]
A000604|SIMMERING SAUCE|AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing]
A000605|MOZZARELLA|AG.01.e.02 [Cheese]
A000606|GRAPE JELLY|AG.01.n.04 [Jelly];AG.01.h.01.b [Berry]
A000607|MINIATURE SMOKED SAUSAGE LINKS|AG.01.n.05 [Sausage];AG.01.t.06 [Preserving/pickling]
A000608|GROUND CORIANDER|AG.01.l.03 [Spice]
A000609|BURGERS|AG.01 [Food]
A000610|CHICKEN BALLS|AG.01.d.06 [Fowls]
A000611|PUMPKIN SEEDS|AG.01.h.02.f [Fruits as vegetables]
A000612|CHILE PEPPER|AG.01.h.02.f [Fruits as vegetables];AG.01.l.03 [Spice];AG.01.w [Setting table]
A000613|SHREDDED ZUCCHINI|AG.01.h.02.f [Fruits as vegetables]
A000614|HEAVY WHIPPING CREAM|AG.01.n.11 [Bread];AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food]
A000615|PANCAKE|AG.01.n.12 [Pancake/tortilla/oatcake]
A000616|PANCAKES|AG.01.n.12 [Pancake/tortilla/oatcake]
A000617|SOFT BREAD|AG.01.n.11 [Bread]
A000618|HOLLOW SHELL|AE.12.b [Order Chelonia (turtles, tortoises)];AE.08 [Invertebrates];AF.10 [Part of plant]
A000619|PULLED-OUT BREAD|AG.01.n.11 [Bread]
A000620|WHOLE CLOVES|AG.01.l.03 [Spice];AG.01.h.02.e [Onion/leek/garlic];AG.01.e [Dairy produce]
A000621|RICE MIXTURE|AG.01.af [Tea manufacture];AG.01.i [Corn/cereals/grain]
A000622|STEM|AF.10.a [Stem/stalk];AG.01.aj.01 [Drinking vessel]
A000623|CHICKEN BROTH|AG.01.d.06 [Fowls];AG.01.m [Substances for food preparation];AG.01.n.02 [Soup/pottage]
A000624|CREAM|AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food]
A000625|PEPPER FLAKES|AG.01.l.03 [Spice];AG.01.w [Setting table]
A000626|SWEET ONION|AG.01.n.11 [Bread];AG.01.h.02.e [Onion/leek/garlic];AG.01.e [Dairy produce]
