,ID,Food Concept,Semantic Tags,pure tag
228,A000228,SHRIMP HALVES,AG.01.d.07 [Seafood],AG.01.d.07
229,A000229,CHOPPED LETTUCE,AG.01.h.02.c [Leaf vegetables],AG.01.h.02.c
230,A000230,MINT,AG.01.n.17.a [Sweets];AG.01.h.02.i [Herb];AF.12 [Particular plants/herbs/shrubs],AG.01.n.17.a;AG.01.h.02.i;AF.12
231,A000231,THAI BASIL,AF.20.e [Particular vegetables];AF.12 [Particular plants/herbs/shrubs],AF.20.e;AF.12
232,A000232,SPRING ROLL,AG.01 [Food],AG.01
233,A000233,FLOUR-BUTTER MIXTURE,AG.01.j [Meal];AG.01.k [Flour];AG.01.e.01 [Butter],AG.01.j;AG.01.k;AG.01.e.01
234,A000234,BLACK OLIVES,AG.01.ad [Coffee];AG.01.h.01.e [Fruit containing stone],AG.01.ad;AG.01.h.01.e
235,A000235,PAPRIKA,AG.01.h.02.f [Fruits as vegetables];AG.01.l.03 [Spice],AG.01.h.02.f;AG.01.l.03
236,A000236,ONION MIXTURE,AG.01.h.02.e [Onion/leek/garlic];AG.01.af [Tea manufacture],AG.01.h.02.e;AG.01.af
237,A000237,HOT OIL,AG.01.f [Fat/oil];AG.01 [Food],AG.01.f;AG.01
238,A000238,FRIED TORTILLAS,AG.01.n.11 [Bread];AG.01.n.12 [Pancake/tortilla/oatcake];AG.01.t.07 [Cooking],AG.01.n.11;AG.01.n.12;AG.01.t.07
239,A000239,CHORIZO,AG.01 [Food],AG.01
240,A000240,DICED POTATO,AG.01.h.02.a [Root vegetable],AG.01.h.02.a
241,A000241,POTATOES,AF.20.e [Particular vegetables];AG.01.h.02.a [Root vegetable],AF.20.e;AG.01.h.02.a
242,A000242,GRATED CHEESE,AG.01.n.18 [Preserve];AG.01.e.02 [Cheese],AG.01.n.18;AG.01.e.02
243,A000243,CHORIZO MIXTURE,AG.01.n.05 [Sausage];AG.01.af [Tea manufacture],AG.01.n.05;AG.01.af
244,A000244,CAYENNE PEPPER,AG.01.h.02.f [Fruits as vegetables];AG.01.l.03 [Spice];AG.01.w [Setting table],AG.01.h.02.f;AG.01.l.03;AG.01.w
245,A000245,YOGURT,AG.01.e [Dairy produce];AG.01 [Food],AG.01.e;AG.01
246,A000246,GREEN ONION,AG.01.h.02.e [Onion/leek/garlic];AG.01.d [Animals for food];AG.01.y.01.a [Wine];AG.01.t.07 [Cooking];AG.01.o [Animal food],AG.01.h.02.e;AG.01.d;AG.01.y.01.a;AG.01.t.07;AG.01.o
247,A000247,CAYENNE,AG.01 [Food],AG.01
248,A000248,SALMON MIXTURE,AG.01.d.07 [Seafood];AG.01.af [Tea manufacture],AG.01.d.07;AG.01.af
249,A000249,BUTTER MIXTURE,AG.01.af [Tea manufacture];AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food],AG.01.af;AG.01.e.01;AG.01.n
250,A000250,PASTE-LIKE DOUGH,AG.01.n.11 [Bread],AG.01.n.11
251,A000251,DOUGH,AG.01.n.11 [Bread],AG.01.n.11
252,A000252,THYME,AG.01.h.02.i [Herb],AG.01.h.02.i
253,A000253,COOLED DOUGH,AG.01.n.11 [Bread],AG.01.n.11
254,A000254,POPCORN,AG.01 [Food],AG.01
255,A000255,UNPOPPED KERNELS,"AF.10.h [Reproductive product - fruit, nut]",AF.10.h
256,A000256,CHOPPED PEANUTS,AG.01.h.01.f [Nut],AG.01.h.01.f
257,A000257,CORN SYRUP,AG.01.i [Corn/cereals/grain];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.i;AG.01.l.02
258,A000258,SAMBAL OELEK,AG.01.l.04 [Sauce/dressing];AG.01.h [Fruit and vegetables];AG.01 [Food],AG.01.l.04;AG.01.h;AG.01
259,A000259,LIME ZEST,AG.01.l [Additive];AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit],AG.01.l;AG.01.ab;AG.01.h.01.a
260,A000260,BAKING SODA,AG.01.aa [Aerated/carbonated drink];AG.01.t.07 [Cooking];AG.01.n.11 [Bread];AG.01.m [Substances for food preparation];AAG.01.m [Substances for food preparation],AG.01.aa;AG.01.t.07;AG.01.n.11;AG.01.m;AAG.01.m
261,A000261,BROWN SUGAR MIXTURE,AG.01.af [Tea manufacture];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.af;AG.01.l.02
262,A000262,LEBANESE BREADS,AG.01.n.11 [Bread],AG.01.n.11
263,A000263,TABBOULEH,AG.01.n.09 [Prepared vegetables and dishes];AG.01.h.02 [Vegetables],AG.01.n.09;AG.01.h.02
264,A000264,FETA CHEESE,AG.01.n.18 [Preserve];AG.01.e.02 [Cheese],AG.01.n.18;AG.01.e.02
265,A000265,SHALLOT,AG.01 [Food],AG.01
266,A000266,VERMOUTH,AG.01.y.01.a [Wine],AG.01.y.01.a
267,A000267,DIP,AG.01.l.04 [Sauce/dressing],AG.01.l.04
268,A000268,PINE NUTS,AG.01.h.01.f [Nut],AG.01.h.01.f
269,A000269,CHEESE MIXTURE,AG.01.n.18 [Preserve];AG.01.af [Tea manufacture];AG.01.e.02 [Cheese],AG.01.n.18;AG.01.af;AG.01.e.02
270,A000270,PORK,AG.01.d.05 [Pork],AG.01.d.05
271,A000271,WATER CHESTNUTS,AG.01.z [Water],AG.01.z
272,A000272,BAMBOO SHOOTS,AG.01.h.02.c [Leaf vegetables],AG.01.h.02.c
273,A000273,BEAN SPROUTS,AF.10.b [Shoot/sprout/branch];AF.10.i [Seed];AF.06 [Plants defined by growth/development];AF.20.f [Pulses/plants producing pulses],AF.10.b;AF.10.i;AF.06;AF.20.f
274,A000274,BOK CHOY,AG.01.h.02.c [Leaf vegetables],AG.01.h.02.c
275,A000275,SHERRY,AG.01.y.01.a [Wine],AG.01.y.01.a
276,A000276,PORK MIXTURE,AG.01.d.05 [Pork];AG.01.af [Tea manufacture],AG.01.d.05;AG.01.af
277,A000277,WONTON,AG.01 [Food],AG.01
278,A000278,PEANUT BUTTER,AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food];AG.01.h.01.f [Nut],AG.01.e.01;AG.01.n;AG.01.h.01.f
279,A000279,CHOCOLATE CHIPS,AG.01.n.17.a [Sweets];AG.01.t.08 [Equipment for food preparation];AG.01 [Food];AG.01.h.01 [Fruit/a fruit];AG.01.t.07 [Cooking];AG.01.n.11 [Bread];AG.01.m [Substances for food preparation],AG.01.n.17.a;AG.01.t.08;AG.01;AG.01.h.01;AG.01.t.07;AG.01.n.11;AG.01.m
280,A000280,SYRUP MIXTURE,AG.01.af [Tea manufacture];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.af;AG.01.l.02
281,A000281,CASHEWS,AG.01 [Food],AG.01
282,A000282,OATMEAL,AG.01.j [Meal];AG.01.n.02 [Soup/pottage],AG.01.j;AG.01.n.02
283,A000283,CRISPY RICE CEREAL,AG.01.i [Corn/cereals/grain],AG.01.i
284,A000284,FLAX SEED MEAL,AG.01.j [Meal];AG.01.r [Meal],AG.01.j;AG.01.r
285,A000285,BEER,AG.01.y.01.b [Ale/beer],AG.01.y.01.b
286,A000286,CARBONATION,AG.01 [Food],AG.01
287,A000287,SHREDDED CHEESE,AG.01.n.18 [Preserve];AG.01.e.02 [Cheese],AG.01.n.18;AG.01.e.02
288,A000288,DRY MUSTARD POWDER,AG.01.l.03 [Spice];AG.01.ak.02 [Thirst],AG.01.l.03;AG.01.ak.02
289,A000289,FLAT BEER,AG.01.y [Drink];AG.01.y.01.b [Ale/beer],AG.01.y;AG.01.y.01.b
290,A000290,SEASONING,AG.01.t.05 [Preparation for table/cooking];AG.01.l [Additive],AG.01.t.05;AG.01.l
291,A000291,CHEESE SPREAD,AG.01.n.18 [Preserve];AG.01.e.02 [Cheese],AG.01.n.18;AG.01.e.02
292,A000292,GREEN CHILE PEPPERS,AG.01.h.02.f [Fruits as vegetables];AG.01.l.03 [Spice];AG.01.t.07 [Cooking];AG.01.o [Animal food],AG.01.h.02.f;AG.01.l.03;AG.01.t.07;AG.01.o
293,A000293,BREAD,AG.01.n.11 [Bread],AG.01.n.11
294,A000294,ROMANO CHEESE,AG.01.n.18 [Preserve];AG.01.e.02 [Cheese],AG.01.n.18;AG.01.e.02
295,A000295,SLICED FRENCH BREAD,AG.01.n.11 [Bread];AG.01.t.05 [Preparation for table/cooking],AG.01.n.11;AG.01.t.05
296,A000296,WAFERS,AG.01.n.13 [Cake];AG.01.n.17.b [Ices],AG.01.n.13;AG.01.n.17.b
297,A000297,MARINADE,AG.01.m [Substances for food preparation],AG.01.m
298,A000298,CHILI PEPPER,AG.01.h.02.f [Fruits as vegetables];AG.01.l.03 [Spice];AG.01.w [Setting table],AG.01.h.02.f;AG.01.l.03;AG.01.w
299,A000299,DICED AVOCADO,AG.01.h.01.e [Fruit containing stone],AG.01.h.01.e
300,A000300,LIME WEDGES,AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit],AG.01.ab;AG.01.h.01.a
301,A000301,CHILLED DOUGH,AG.01.n.11 [Bread];AG.01.t.05 [Preparation for table/cooking];AG.01.t.06 [Preserving/pickling],AG.01.n.11;AG.01.t.05;AG.01.t.06
302,A000302,OLIVE,AG.01.h.01.e [Fruit containing stone];AE.08.i [Class Insecta (insects)];AF.20 [Particular food plant/product],AG.01.h.01.e;AE.08.i;AF.20
303,A000303,VEGETABLE SOUP MIX,AG.01.m [Substances for food preparation];AG.01.n.02 [Soup/pottage],AG.01.m;AG.01.n.02
304,A000304,TACO MIX,AG.01.n.12 [Pancake/tortilla/oatcake];AG.01.m [Substances for food preparation],AG.01.n.12;AG.01.m
305,A000305,BEAN DIP,AG.01.l.04 [Sauce/dressing],AG.01.l.04
306,A000306,SOUR CREAM MIXTURE,AG.01.e [Dairy produce];AG.01.af [Tea manufacture];AG.01.n [Dishes and prepared food],AG.01.e;AG.01.af;AG.01.n
307,A000307,AVOCADOS,AG.01.h.01.e [Fruit containing stone],AG.01.h.01.e
308,A000308,CHEESE DIP,AG.01.n.18 [Preserve];AG.01.e.02 [Cheese];AG.01.l.04 [Sauce/dressing],AG.01.n.18;AG.01.e.02;AG.01.l.04
309,A000309,HOT WATER,AG.01.z [Water];AG.01 [Food],AG.01.z;AG.01
310,A000310,RAISINS,AG.01.h.01.b [Berry];AG.01.h.01 [Fruit/a fruit],AG.01.h.01.b;AG.01.h.01
311,A000311,APPLESAUCE,AG.01.h.01.c [Apple];AG.01.l.04 [Sauce/dressing];AG.01.h [Fruit and vegetables];AG.01 [Food],AG.01.h.01.c;AG.01.l.04;AG.01.h;AG.01
312,A000312,MAPLE SYRUP,AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.l.02
313,A000313,CANOLA OIL,AG.01.f [Fat/oil],AG.01.f
314,A000314,GROUND FLAX SEED,AF.10.i [Seed];AF.24 [Yielding fibre/thatching/basket material],AF.10.i;AF.24
315,A000315,DRAINED RAISINS,AG.01.h.01.b [Berry];AG.01.h.01 [Fruit/a fruit],AG.01.h.01.b;AG.01.h.01
316,A000316,INSTANT OATMEAL,AG.01.j [Meal];AG.01.n.02 [Soup/pottage];AG.01 [Food],AG.01.j;AG.01.n.02;AG.01
317,A000317,COCONUT,AG.01.h.01.f [Nut],AG.01.h.01.f
318,A000318,EXTRA-VIRGIN OLIVE OIL,AG.01.f [Fat/oil],AG.01.f
319,A000319,ITALIAN SEASONING,AG.01.t.05 [Preparation for table/cooking];AG.01.l [Additive],AG.01.t.05;AG.01.l
320,A000320,BASIL,AF.20.e [Particular vegetables];AF.12 [Particular plants/herbs/shrubs],AF.20.e;AF.12
321,A000321,DRAINED ZUCCHINI,AG.01.h.02.f [Fruits as vegetables],AG.01.h.02.f
322,A000322,PICO DE GALLO SEASONING,AG.01.t.05 [Preparation for table/cooking];AG.01.l [Additive],AG.01.t.05;AG.01.l
323,A000323,RAW VEGETABLES,AG.01.t.07 [Cooking],AG.01.t.07
324,A000324,CORN CHIPS,AG.01.i [Corn/cereals/grain],AG.01.i
325,A000325,CHIVES,AF.10.g [Flower/part containing reproductive organs];AG.01.h.02.e [Onion/leek/garlic];AF.20.e [Particular vegetables],AF.10.g;AG.01.h.02.e;AF.20.e
326,A000326,CRAB MEAT,AG.01.d.07 [Seafood];AG.01.d [Animals for food];AG.01 [Food],AG.01.d.07;AG.01.d;AG.01
327,A000327,YELLOW ONION,AG.01.h.02.e [Onion/leek/garlic],AG.01.h.02.e
328,A000328,BELL PEPPER,AG.01.h.02.f [Fruits as vegetables];AG.01.l.03 [Spice];AG.01.w [Setting table],AG.01.h.02.f;AG.01.l.03;AG.01.w
329,A000329,SRIRACHA SAUCE,AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.h;AG.01.l.04
330,A000330,WHOLE OYSTERS,AG.01.d.07 [Seafood];AG.01.e [Dairy produce],AG.01.d.07;AG.01.e
331,A000331,OYSTERS,AG.01.d.07 [Seafood],AG.01.d.07
332,A000332,LIQUEUR,AG.01.n.17.a [Sweets];AG.01.ae.01 [Wine-making];AG.01.aj.01 [Drinking vessel];AG.01.y.01 [Intoxicating liquor],AG.01.n.17.a;AG.01.ae.01;AG.01.aj.01;AG.01.y.01
333,A000333,OYSTER,AG.01.d.07 [Seafood],AG.01.d.07
334,A000334,ROCK SALT,AG.01.l.01 [Salt];AG.01.w [Setting table],AG.01.l.01;AG.01.w
335,A000335,EXCESS GREASE,AG.01 [Food],AG.01
336,A000336,SEEDS,AF.10.i [Seed];AG.01.o [Animal food],AF.10.i;AG.01.o
337,A000337,MEMBRANE,AF.10.k [Cell/aggregate tissue],AF.10.k
338,A000338,PEPPER HALVES,AG.01.l.03 [Spice],AG.01.l.03
339,A000339,JALAPENO,AG.01 [Food],AG.01
340,A000340,WHIPPED TOPPING,AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food];AG.01 [Food],AG.01.e;AG.01.n;AG.01
341,A000341,PEARL ONIONS,AG.01.h.02.e [Onion/leek/garlic],AG.01.h.02.e
342,A000342,RED BELL PEPPERS,AG.01.l.03 [Spice],AG.01.l.03
343,A000343,GREEN BELL PEPPERS,AG.01.l.03 [Spice],AG.01.l.03
344,A000344,CELERY,AG.01.h.02.b [Stalk vegetables],AG.01.h.02.b
345,A000345,CUCUMBERS,AG.01.h.02.f [Fruits as vegetables],AG.01.h.02.f
346,A000346,TOMATO PASTE,AG.01.h.02.f [Fruits as vegetables];AG.01.n.15 [Pastry];AG.01.n.17 [Confections/sweetmeats];AG.01.l [Additive],AG.01.h.02.f;AG.01.n.15;AG.01.n.17;AG.01.l
347,A000347,VEGETABLES,AF.02.a [Food plant/vegetable];AG.01.h.02 [Vegetables],AF.02.a;AG.01.h.02
348,A000348,CAULIFLOWER MIXTURE,AG.01.h.02.d [Cabbage/kale];AG.01.af [Tea manufacture],AG.01.h.02.d;AG.01.af
349,A000349,GREEN OLIVES,AG.01.h.01.e [Fruit containing stone],AG.01.h.01.e
350,A000350,TUNA,AE.10.g [Order Perciformes (perches)],AE.10.g
351,A000351,WRAPPED PICKLING SPICE,AG.01.l.03 [Spice];AG.01.l [Additive],AG.01.l.03;AG.01.l
352,A000352,ONION SALT,AG.01.h.02.e [Onion/leek/garlic];AG.01.l.01 [Salt];AG.01.w [Setting table],AG.01.h.02.e;AG.01.l.01;AG.01.w
353,A000353,CELERY SALT,AG.01.h.02.b [Stalk vegetables];AG.01.l.01 [Salt];AG.01.w [Setting table],AG.01.h.02.b;AG.01.l.01;AG.01.w
354,A000354,DRAINED SHRIMP MEAT,AG.01.d.07 [Seafood];AG.01.d [Animals for food];AG.01 [Food],AG.01.d.07;AG.01.d;AG.01
355,A000355,COOL WATER,AG.01.z [Water],AG.01.z
356,A000356,YOLK,AG.01.g [Eggs];AF.10.i [Seed];AG.01 [Food],AG.01.g;AF.10.i;AG.01
357,A000357,YOLKS,AG.01.g [Eggs];AF.10.i [Seed];AG.01 [Food],AG.01.g;AF.10.i;AG.01
358,A000358,SOFTENED BUTTER,AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food],AG.01.e.01;AG.01.n
359,A000359,ITALIAN SAUSAGE,AG.01.n.05 [Sausage],AG.01.n.05
360,A000360,BAKING MIX,AG.01.n.11 [Bread];AG.01.m [Substances for food preparation];AG.01.t.07 [Cooking];AG.01 [Food],AG.01.n.11;AG.01.m;AG.01.t.07;AG.01
361,A000361,PIZZA BALLS,AG.01.n.11 [Bread],AG.01.n.11
362,A000362,GOAT CHEESE PIECE,AG.01.n.11 [Bread];AG.01.n.18 [Preserve];AG.01.e.02 [Cheese],AG.01.n.11;AG.01.n.18;AG.01.e.02
363,A000363,SLICED CHERRY TOMATOES,AG.01.h.02.f [Fruits as vegetables];AG.01.h.01.e [Fruit containing stone];AG.01.t.05 [Preparation for table/cooking],AG.01.h.02.f;AG.01.h.01.e;AG.01.t.05
364,A000364,BONE,AG.01 [Food],AG.01
365,A000365,SEASONINGS,AG.01.t.05 [Preparation for table/cooking];AG.01.l [Additive],AG.01.t.05;AG.01.l
366,A000366,SAUCE,AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.h;AG.01.l.04
367,A000367,DRIED THYME,AG.01.h.02.i [Herb],AG.01.h.02.i
368,A000368,WORCESTERSHIRE,AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.h;AG.01.l.04
369,A000369,LIQUID SMOKE FLAVORING,AG.01 [Food],AG.01
370,A000370,COATED PECANS,AG.01.h.01.f [Nut],AG.01.h.01.f
371,A000371,EXTRA EGG WHITE MIXTURE,AG.01.g [Eggs],AG.01.g
372,A000372,PEPPER MIXTURE,AG.01.l.03 [Spice];AG.01.af [Tea manufacture],AG.01.l.03;AG.01.af
373,A000373,PECAN,AG.01.h.01.f [Nut],AG.01.h.01.f
374,A000374,SPICES,AG.01.n.17.a [Sweets];AG.01.l.03 [Spice];AG.01.o [Animal food];AG.01.h.01 [Fruit/a fruit],AG.01.n.17.a;AG.01.l.03;AG.01.o;AG.01.h.01
375,A000375,SEASONED BREAD CRUMBS,AG.01.n.11 [Bread];AG.01.t.05 [Preparation for table/cooking],AG.01.n.11;AG.01.t.05
376,A000376,WHISKEY,AG.01.y.01 [Intoxicating liquor];AG.01 [Food],AG.01.y.01;AG.01
377,A000377,SAUCE MIXTURE,AG.01.af [Tea manufacture];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.af;AG.01.h;AG.01.l.04
378,A000378,WHITE CORN SYRUP,AG.01.i [Corn/cereals/grain];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.i;AG.01.l.02
379,A000379,CEREAL,AG.01.i [Corn/cereals/grain],AG.01.i
380,A000380,MELTED BUTTER MIXTURE,AG.01.e.01 [Butter];AG.01.af [Tea manufacture];AG.01.t.07 [Cooking];AG.01.n [Dishes and prepared food],AG.01.e.01;AG.01.af;AG.01.t.07;AG.01.n
381,A000381,SNACK MIX,AG.01.r [Meal];AG.01.m [Substances for food preparation],AG.01.r;AG.01.m
382,A000382,BREADCRUMBS,AG.01.n.11 [Bread];AG.01 [Food],AG.01.n.11;AG.01
383,A000383,CRAB,AG.01.d.07 [Seafood],AG.01.d.07
384,A000384,SEAFOOD SHELLS,AG.01.o [Animal food],AG.01.o
385,A000385,STUFFED SHELLS,AG.01.t.05 [Preparation for table/cooking];AG.01.o [Animal food],AG.01.t.05;AG.01.o
386,A000386,PATTY,AG.01.n.17.a [Sweets];AG.01.n.15 [Pastry];AG.01.n [Dishes and prepared food],AG.01.n.17.a;AG.01.n.15;AG.01.n
387,A000387,CILANTRO-LIME MAYONNAISE,AG.01.n.01 [Food by way of preparation];AG.01.l.04 [Sauce/dressing],AG.01.n.01;AG.01.l.04
388,A000388,REFRIED BEANS,AG.01.h.02.g [Pulse];AF.20.f [Pulses/plants producing pulses];AG.01.t.07 [Cooking],AG.01.h.02.g;AF.20.f;AG.01.t.07
389,A000389,TACO SEASONING MIX,AG.01.n.12 [Pancake/tortilla/oatcake];AG.01.m [Substances for food preparation];AG.01.t.05 [Preparation for table/cooking];AG.01.l [Additive],AG.01.n.12;AG.01.m;AG.01.t.05;AG.01.l
390,A000390,TOMATO,AG.01.h.02.f [Fruits as vegetables],AG.01.h.02.f
391,A000391,SALAD DRESSING,AG.01.n.09 [Prepared vegetables and dishes];AG.01.h.02 [Vegetables],AG.01.n.09;AG.01.h.02
392,A000392,YOLK MIXTURE,AG.01.af [Tea manufacture];AG.01.g [Eggs],AG.01.af;AG.01.g
393,A000393,EGG HALF,AG.01.g [Eggs],AG.01.g
394,A000394,CHEESY FLORETS,AG.01.e.02 [Cheese],AG.01.e.02
395,A000395,LEAVES,AE.14 [Class Mammalia (mammals)];AF.10.e [Leaf];AF.20 [Particular food plant/product],AE.14;AF.10.e;AF.20
396,A000396,THICK STEMS,AF.10.a [Stem/stalk],AF.10.a
397,A000397,KALE,AG.01 [Food],AG.01
398,A000398,SEASONING SALT,AG.01.w [Setting table];AG.01.l.01 [Salt];AG.01.t.05 [Preparation for table/cooking];AG.01.l [Additive],AG.01.w;AG.01.l.01;AG.01.t.05;AG.01.l
399,A000399,PORK SHOULDER,AG.01.d.05 [Pork],AG.01.d.05
400,A000400,LIVERS,AE.08 [Invertebrates],AE.08
401,A000401,POBLANO PEPPER,AG.01.l.03 [Spice],AG.01.l.03
402,A000402,KOSHER SALT,AG.01.a [Qualities of food];AG.01.l.01 [Salt];AG.01.w [Setting table],AG.01.a;AG.01.l.01;AG.01.w
403,A000403,GROUND BLACK PEPPER,AG.01.t.05 [Preparation for table/cooking];AG.01 [Food],AG.01.t.05;AG.01
404,A000404,STRAINED LIQUID,AG.01.t.05 [Preparation for table/cooking],AG.01.t.05
405,A000405,DRAINED MEAT MIXTURE,AG.01.d [Animals for food];AG.01 [Food],AG.01.d;AG.01
406,A000406,CHOPPED MEAT,AG.01.d [Animals for food];AG.01 [Food],AG.01.d;AG.01
407,A000407,RESERVED COOKING LIQUID,AG.01.r [Meal];AG.01.t.07 [Cooking],AG.01.r;AG.01.t.07
408,A000408,CHILLED MEAT MIXTURE,AG.01.t.06 [Preserving/pickling];AG.01.t.05 [Preparation for table/cooking];AG.01.d [Animals for food];AG.01 [Food],AG.01.t.06;AG.01.t.05;AG.01.d;AG.01
409,A000409,FLOUR MIXTURE,AG.01.j [Meal];AG.01.k [Flour];AG.01.af [Tea manufacture],AG.01.j;AG.01.k;AG.01.af
410,A000410,EXCESS FLOUR,AG.01.j [Meal];AG.01.k [Flour],AG.01.j;AG.01.k
411,A000411,BEATEN EGG,AG.01.g [Eggs],AG.01.g
412,A000412,BREADED BALL,AG.01.t.05 [Preparation for table/cooking],AG.01.t.05
413,A000413,MEAT BALLS,AG.01.d [Animals for food];AG.01 [Food],AG.01.d;AG.01
414,A000414,BOUDIN BALLS,AG.01.n.05 [Sausage],AG.01.n.05
415,A000415,PREHEATED OIL,AG.01.f [Fat/oil],AG.01.f
416,A000416,GREEN CHILIES,AG.01 [Food],AG.01
417,A000417,CORNED BEEF,AG.01.t.06 [Preserving/pickling];AG.01.d.03 [Beef];AG.01.t.05 [Preparation for table/cooking],AG.01.t.06;AG.01.d.03;AG.01.t.05
418,A000418,SWISS CHEESE,AG.01.n.18 [Preserve];AG.01.e.02 [Cheese],AG.01.n.18;AG.01.e.02
419,A000419,SAUERKRAUT,AG.01 [Food],AG.01
420,A000420,THOUSAND ISLAND SALAD DRESSING,AG.01.n.09 [Prepared vegetables and dishes];AG.01.h.02 [Vegetables],AG.01.n.09;AG.01.h.02
421,A000421,CRESCENT ROLL DOUGH,AG.01.n.11 [Bread],AG.01.n.11
422,A000422,COCKTAIL SAUCE,AG.01.y.01.g [Cocktail];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.y.01.g;AG.01.h;AG.01.l.04
423,A000423,CRAB MIXTURE,AG.01.d.07 [Seafood];AG.01.af [Tea manufacture],AG.01.d.07;AG.01.af
424,A000424,SALAD DRESSING MIX,AG.01.m [Substances for food preparation];AG.01.n.09 [Prepared vegetables and dishes];AG.01.h.02 [Vegetables],AG.01.m;AG.01.n.09;AG.01.h.02
425,A000425,CHOPPED NUTS,AG.01.d [Animals for food];AG.01.h.01.f [Nut],AG.01.d;AG.01.h.01.f
426,A000426,TACO SEASONING,AG.01.n.12 [Pancake/tortilla/oatcake];AG.01.t.05 [Preparation for table/cooking];AG.01.l [Additive],AG.01.n.12;AG.01.t.05;AG.01.l
427,A000427,LETTUCE,AG.01.h.02.c [Leaf vegetables],AG.01.h.02.c
428,A000428,GREEN PEPPER,AG.01.d [Animals for food];AG.01.l.03 [Spice];AG.01.t.07 [Cooking];AG.01.h.02.f [Fruits as vegetables];AG.01.w [Setting table],AG.01.d;AG.01.l.03;AG.01.t.07;AG.01.h.02.f;AG.01.w
429,A000429,SWEET POTATOES,AG.01.n.11 [Bread];AG.01.e [Dairy produce];AG.01.z [Water];AG.01.h.02.a [Root vegetable],AG.01.n.11;AG.01.e;AG.01.z;AG.01.h.02.a
430,A000430,MASHED SWEET POTATOES,AG.01.h.02.a [Root vegetable],AG.01.h.02.a
431,A000431,SWEET POTATO MIXTURE,AG.01.n.11 [Bread];AG.01.af [Tea manufacture];AG.01.h.02.a [Root vegetable],AG.01.n.11;AG.01.af;AG.01.h.02.a
432,A000432,FLATTENED CAKES,AG.01.n.13 [Cake];AG.01.o [Animal food],AG.01.n.13;AG.01.o
433,A000433,SWEET POTATO CAKES,AG.01.n.13 [Cake];AG.01.h.02.a [Root vegetable];AG.01.o [Animal food],AG.01.n.13;AG.01.h.02.a;AG.01.o
434,A000434,BAGEL HALF,AG.01.n.11 [Bread],AG.01.n.11
435,A000435,TOMATO SAUCE,AG.01.h.02.f [Fruits as vegetables];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.h.02.f;AG.01.h;AG.01.l.04
436,A000436,BAGEL,AG.01 [Food],AG.01
437,A000437,TOMATO HALVES,AG.01.h.02.f [Fruits as vegetables],AG.01.h.02.f
438,A000438,SHREDDED CHEDDAR CHEESE,AG.01.n.18 [Preserve];AG.01.t.05 [Preparation for table/cooking];AG.01.e.02 [Cheese],AG.01.n.18;AG.01.t.05;AG.01.e.02
439,A000439,MANGO,AF.20 [Particular food plant/product];AF.20.b [Particular fruit-tree/-plant];AE.10.g [Order Perciformes (perches)];AG.01.h.01 [Fruit/a fruit],AF.20;AF.20.b;AE.10.g;AG.01.h.01
440,A000440,ICE WATER,AG.01.z [Water],AG.01.z
441,A000441,DIJON MUSTARD,AG.01.l.03 [Spice],AG.01.l.03
442,A000442,WHITE WINE VINEGAR,AG.01.ae.01 [Wine-making];AG.01.y.01.a [Wine];AG.01.l [Additive],AG.01.ae.01;AG.01.y.01.a;AG.01.l
443,A000443,CHOPPED EGG WHITES,AG.01.g [Eggs],AG.01.g
444,A000444,MOLASSES,AG.01 [Food],AG.01
445,A000445,TEA BAGS,AG.01.r [Meal];AG.01.af [Tea manufacture];AG.01.ac [Tea],AG.01.r;AG.01.af;AG.01.ac
446,A000446,EGG YOLKS,AG.01.g [Eggs],AG.01.g
447,A000447,EGG WHITE,AG.01.k [Flour];AG.01.y.01.a [Wine];AG.01.g [Eggs],AG.01.k;AG.01.y.01.a;AG.01.g
448,A000448,ITALIAN-STYLE BREAD CRUMBS,AG.01.n.11 [Bread],AG.01.n.11
449,A000449,MUSHROOM,AG.01.h.02.h [Fungi],AG.01.h.02.h
450,A000450,SKIN,"AF.10.h [Reproductive product - fruit, nut];AG.01 [Food]",AF.10.h;AG.01
451,A000451,BONES,AG.01 [Food],AG.01
452,A000452,FISH,AG.01.d.07 [Seafood];AE [Animals];AE.10 [Fish],AG.01.d.07;AE;AE.10
